date,time,model,color,current_price,normal_price,link
2023-01-11,23:41:03,CXT2,grey/mint,165.92€,176.91€,https://www.zalando.es/tyr-cxt2-zapatillas-de-entrenamiento-greymint-ty641a003-c11.html
2023-01-11,01:50:51,METCON 8 UNISEX,volt/diffused blue/wolf grey/photon dust/black,131.98€,152.47€,https://www.zalando.es/nike-performance-metcon-8-unisex-zapatillas-de-entrenamiento-voltdiffused-bluewolf-greyphoton-dustblack-n1242a2fm-e11.html
2023-01-11,10:27:11,TRIBASE REIGN 6,white/distant gray/black,136.82€,148.15€,https://www.zalando.es/under-armour-tribase-reign-6-zapatillas-de-entrenamiento-whitedistant-grayblack-un242a0lb-a11.html
2023-01-11,09:18:23,METCON 9,lt lemon twist black volt cement grey,87.50€,117.22€,https://www.zalando.es/nike-performance-metcon-9-zapatillas-de-entrenamiento-lt-lemon-twist-black-volt-cement-grey-n1242a2nl-e11.html
2023-01-11,14:22:00,FLEXAGON FORCE 4,black,58.46€,65.21€,https://www.zalando.es/reebok-flexagon-force-4-zapatillas-de-entrenamiento-black-re542a153-q11.html
2023-01-12,19:03:56,NANO,footwear white/unleashed green/grey,57.74€,75.10€,https://www.zalando.es/reebok-nano-x4-zapatillas-de-entrenamiento-footwear-whiteunleashed-greengrey-re542a17z-c11.html
2023-01-12,17:26:23,METCON 9,astronomy blue/black/hyper crimson/pale ivory,132.70€,126.73€,https://www.zalando.es/nike-performance-metcon-9-zapatillas-de-entrenamiento-astronomy-blueblackhyper-crimsonpale-ivory-n1242a2nl-k11.html
2023-01-12,06:01:03,METCON 9,black sesame gum lt brown anthracite,37.39€,70.03€,https://www.zalando.es/nike-performance-metcon-9-zapatillas-de-entrenamiento-black-sesame-gum-lt-brown-anthracite-n1242a2nl-q15.html
2023-01-14,15:30:18,NANOFLEX 2,barely grey black digital lime,89.25€,86.70€,https://www.zalando.es/reebok-nanoflex-zapatillas-de-entrenamiento-barely-grey-black-digital-lime-re542a157-c11.html
2023-01-14,02:24:44,TRIBASE REIGN 6,black / anthracite / metallic silver,51.05€,64.75€,https://www.zalando.es/under-armour-tribase-reign-6-zapatillas-de-entrenamiento-black-anthracite-metallic-silver-un241a0cw-q11.html
2023-01-15,14:09:26,MC 3,football grey/hot fuchsia/armory navy,77.86€,79.41€,https://www.zalando.es/nike-performance-mc-trainer-3-zapatillas-de-entrenamiento-football-greyhot-fuchsiaarmory-navy-n1241a1ad-q12.html
2023-01-16,18:08:01,METCON 9,light army/black/cargo khaki/sequoia,118.15€,123.27€,https://www.zalando.es/nike-performance-metcon-9-zapatillas-de-entrenamiento-light-armyblackcargo-khakisequoia-n1242a2nl-m11.html
2023-01-17,11:45:03,NANO,pugry2/vinblue/footwear white,74.84€,67.20€,https://www.zalando.es/reebok-nano-x4-zapatillas-de-entrenamiento-pugry2vinbluefootwear-white-re541a18k-a12.html
2023-01-18,12:16:43,METCON 8 UNISEX,volt/diffused blue/wolf grey/photon dust/black,150.75€,148.94€,https://www.zalando.es/nike-performance-metcon-8-unisex-zapatillas-de-entrenamiento-voltdiffused-bluewolf-greyphoton-dustblack-n1242a2fm-e11.html
2023-01-18,10:51:01,NANOFLEX 2,barely grey black digital lime,84.18€,90.77€,https://www.zalando.es/reebok-nanoflex-zapatillas-de-entrenamiento-barely-grey-black-digital-lime-re542a157-c11.html
2023-01-19,17:08:54,PWRFRAME TR,black/castlerock/lime squeeze,nan€,nan€,https://www.zalando.es/puma-pwrframe-zapatillas-de-entrenamiento-blackcastlerocklime-squeeze-pu142a19x-q13.html
2023-01-19,10:30:27,NANO COURT,white/black/grey,132.37€,132.09€,https://www.zalando.es/reebok-nano-court-zapatillas-de-entrenamiento-whiteblackgrey-re541a198-a11.html
2023-01-20,03:09:15,AIR ZOOM TR 1,court blue/green strike/black/platinum tint,nan€,nan€,https://www.zalando.es/nike-performance-air-zoom-1-zapatillas-de-entrenamiento-court-bluegreen-strikeblackplatinum-tint-n1242a2n3-k11.html
2023-01-20,17:40:04,METCON 9,pink oxford/white/diffused taupe/pearl pink,63.55€,72.94€,https://www.zalando.es/nike-performance-metcon-9-zapatillas-de-entrenamiento-pink-oxfordwhitediffused-taupepearl-pink-n1241a189-j11.html
2023-01-21,22:23:50,PWRFRAME TR,white/fizzy apple,nan€,nan€,https://www.zalando.es/puma-pwrframe-tr-zapatillas-de-entrenamiento-whitefizzy-apple-pu141a0pg-a11.html
2023-01-21,03:54:49,METCON 9,light silver/metallic silver/summit white/jade horizon,130.59€,150.12€,https://www.zalando.es/nike-performance-metcon-9-zapatillas-de-entrenamiento-light-silvermetallic-silversummit-whitejade-horizon-n1241a189-d11.html
2023-01-21,14:07:12,REIGN LIFTER UNISEX,white/racer red/black,51.67€,81.20€,https://www.zalando.es/under-armour-reign-lifter-unisex-zapatillas-de-entrenamiento-whiteracer-redblack-un244a02f-a11.html
2023-01-22,07:29:03,NANO,black/midnight plum/coral,120.45€,149.85€,https://www.zalando.es/reebok-nano-x4-zapatillas-de-entrenamiento-blackmidnight-plumcoral-re541a18k-q13.html
2023-01-22,02:52:37,NANO,footwear white/black,144.14€,164.41€,https://www.zalando.es/reebok-nano-x4-zapatillas-de-entrenamiento-footwear-whiteblack-re541a18k-a14.html
2023-01-22,13:06:20,NFX TRAINER,white,62.78€,70.08€,https://www.zalando.es/reebok-nfx-trainer-zapatillas-de-entrenamiento-white-re542a180-a11.html
2023-01-22,04:24:25,METCON 8 UNISEX,volt/diffused blue/wolf grey/photon dust/black,129.29€,147.71€,https://www.zalando.es/nike-performance-metcon-8-unisex-zapatillas-de-entrenamiento-voltdiffused-bluewolf-greyphoton-dustblack-n1242a2fm-e11.html
2023-01-23,13:36:00,NANOFLEX 2,barely grey black digital lime,80.40€,92.82€,https://www.zalando.es/reebok-nanoflex-zapatillas-de-entrenamiento-barely-grey-black-digital-lime-re542a157-c11.html
2023-01-23,20:01:52,METCON 9,light army/black/cargo khaki/sequoia,119.07€,133.11€,https://www.zalando.es/nike-performance-metcon-9-zapatillas-de-entrenamiento-light-armyblackcargo-khakisequoia-n1242a2nl-m11.html
2023-01-23,22:46:57,METCON 9,white/deep royal blue/fierce pink/aquarius blue/light laser orange,128.45€,126.92€,https://www.zalando.es/nike-performance-metcon-9-zapatillas-de-entrenamiento-whitedeep-royal-bluefierce-pinkaquarius-bluelight-laser-orange-n1242a2nl-a12.html
2023-01-23,01:49:11,REIGN LIFTER UNISEX,white/racer red/black,57.77€,77.65€,https://www.zalando.es/under-armour-reign-lifter-unisex-zapatillas-de-entrenamiento-whiteracer-redblack-un244a02f-a11.html
2023-01-23,15:06:59,NANO COURT,white digital lime aqua,53.33€,68.47€,https://www.zalando.es/reebok-low-non-football-nano-court-zapatillas-de-entrenamiento-white-digital-lime-aqua-re544a07p-a11.html
2023-01-25,02:49:11,PWRFRAME TR,black/castlerock/lime squeeze,nan€,nan€,https://www.zalando.es/puma-pwrframe-zapatillas-de-entrenamiento-blackcastlerocklime-squeeze-pu142a19x-q13.html
2023-01-25,04:35:28,NFX TRAINER,blue/black/footwear white,63.37€,66.65€,https://www.zalando.es/reebok-nfx-trainer-zapatillas-de-entrenamiento-blueblackfootwear-white-re542a180-k11.html
2023-01-25,09:40:47,METCON 9,grey/white,127.63€,140.96€,https://www.zalando.es/nike-performance-metcon-9-unisex-zapatillas-de-entrenamiento-greywhite-n1244a0hv-c11.html
2023-01-26,00:54:01,PWRFRAME TR,white/fizzy apple,nan€,nan€,https://www.zalando.es/puma-pwrframe-tr-zapatillas-de-entrenamiento-whitefizzy-apple-pu141a0pg-a11.html
2023-01-26,23:55:41,METCON 9,guava ice/black/royal pulse/persian violet/light wild mango/crimson tint,55.98€,77.96€,https://www.zalando.es/nike-performance-metcon-9-zapatillas-de-entrenamiento-guava-iceblackroyal-pulsepersian-violetlight-wild-mangocrimson-tint-n1241a189-h11.html
2023-01-26,08:03:11,AIR ZOOM TR 1,black/hot punch/green frost,107.12€,132.88€,https://www.zalando.es/nike-performance-air-zoom-tr-1-zapatillas-de-entrenamiento-blackhot-punchgreen-frost-n1242a2n3-q15.html
2023-01-27,07:14:21,NANO,hyper green black vector red,80.49€,85.60€,https://www.zalando.es/reebok-nano-x4-zapatillas-de-entrenamiento-hyper-green-black-vector-red-re542a17z-m12.html
2023-01-27,06:29:44,TRIBASE REIGN 6,white/distant gray/black,140.03€,152.38€,https://www.zalando.es/under-armour-tribase-reign-6-zapatillas-de-entrenamiento-whitedistant-grayblack-un242a0lb-a11.html
2023-01-28,12:04:15,FLEX EXPERIENCE RN 12 PRM,summit white/metallic silver/black/white,78.57€,79.76€,https://www.zalando.es/nike-performance-flex-experience-rn-12-prm-zapatillas-de-entrenamiento-summit-whitemetallic-silverblackwhite-n1241a1b6-a11.html
2023-01-28,14:10:47,METCON 9,barely volt/olive aura/cargo khaki/black,56.65€,69.60€,https://www.zalando.es/nike-performance-metcon-9-zapatillas-de-entrenamiento-barely-voltolive-auracargo-khakiblack-n1241a19o-e11.html
2023-01-28,15:12:07,NANOFLEX 2,barely grey black digital lime,77.80€,83.01€,https://www.zalando.es/reebok-nanoflex-zapatillas-de-entrenamiento-barely-grey-black-digital-lime-re542a157-c11.html
2023-01-28,06:49:36,NFX TRAINER,blue/black/footwear white,75.75€,67.77€,https://www.zalando.es/reebok-nfx-trainer-zapatillas-de-entrenamiento-blueblackfootwear-white-re542a180-k11.html
2023-01-29,14:49:41,AIR ZOOM TR 1,court blue/green strike/black/platinum tint,nan€,nan€,https://www.zalando.es/nike-performance-air-zoom-1-zapatillas-de-entrenamiento-court-bluegreen-strikeblackplatinum-tint-n1242a2n3-k11.html
2023-01-29,18:46:33,METCON 9,armory navy/platinum violet/plum dust/aegean storm,109.90€,127.65€,https://www.zalando.es/nike-performance-metcon-9-zapatillas-de-entrenamiento-armory-navyplatinum-violetplum-dustaegean-storm-n1241a189-k12.html
2023-01-29,01:54:43,TRIBASE REIGN 6,black / anthracite / metallic silver,60.12€,74.94€,https://www.zalando.es/under-armour-tribase-reign-6-zapatillas-de-entrenamiento-black-anthracite-metallic-silver-un241a0cw-q11.html
2023-01-30,17:27:57,TRIBASE REIGN 6,white/horizon blue/morph green,114.47€,144.24€,https://www.zalando.es/under-armour-tribase-reign-6-zapatillas-de-entrenamiento-whitehorizon-bluemorph-green-un241a0cw-a11.html
2023-01-30,13:41:54,FUSE 3.0,midnight plum/vapor gray/sunset glow,111.82€,132.00€,https://www.zalando.es/puma-fuse-30-zapatillas-de-entrenamiento-midnight-plumvapor-graysunset-glow-pu141a0zt-i11.html
2023-01-31,20:59:39,NANO,hyper green black vector red,77.82€,81.70€,https://www.zalando.es/reebok-nano-x4-zapatillas-de-entrenamiento-hyper-green-black-vector-red-re542a17z-m12.html
2023-01-31,08:27:54,METCON 9,white,68.65€,79.88€,https://www.zalando.es/nike-performance-metcon-9-zapatillas-de-entrenamiento-white-n1242a2nl-a14.html
2023-01-31,02:37:27,NANO COURT,footwear white/weathered white/unlshd green,122.04€,110.19€,https://www.zalando.es/reebok-nano-court-zapatillas-de-entrenamiento-footwear-whiteweathered-whiteunlshd-green-re541a198-a12.html
2023-02-01,02:14:34,METCON 9 FLYEASE,cement grey/hot punch/black/concord/green frost,102.43€,128.18€,https://www.zalando.es/nike-performance-metcon-9-flyease-zapatillas-de-entrenamiento-cement-greyhot-punchblackconcordgreen-frost-n1244a0hw-q13.html
2023-02-02,21:19:55,METCON 9,black/white/anthracite/smoke grey,96.59€,144.89€,https://www.zalando.es/nike-performance-metcon-9-zapatillas-de-entrenamiento-blackwhiteanthracitesmoke-grey-n1241a189-q11.html
2023-02-02,15:49:48,TRIBASE REIGN 6,mod gray,110.78€,129.07€,https://www.zalando.es/under-armour-tribase-reign-zapatillas-de-entrenamiento-mod-gray-un242a0lb-c11.html
2023-02-02,02:12:12,METCON 9,light iron ore/aster pink/light orewood brown/khaki,112.99€,148.21€,https://www.zalando.es/nike-performance-metcon-9-zapatillas-de-entrenamiento-light-iron-oreaster-pinklight-orewood-brownkhaki-n1241a189-c11.html
2023-02-02,06:34:11,NANO,footwear white/black,122.66€,137.76€,https://www.zalando.es/reebok-nano-x4-zapatillas-de-entrenamiento-footwear-whiteblack-re542a17z-a11.html
2023-02-02,09:27:04,METCON 9 FLYEASE,cement grey/hot punch/black/concord/green frost,113.88€,136.03€,https://www.zalando.es/nike-performance-metcon-9-flyease-zapatillas-de-entrenamiento-cement-greyhot-punchblackconcordgreen-frost-n1244a0hw-q13.html
2023-02-02,05:52:47,NANO,dynamic red black pure grey,nan€,nan€,https://www.zalando.es/reebok-nano-x4-zapatillas-de-entrenamiento-dynamic-red-black-pure-grey-re542a17z-g11.html
2023-02-03,12:24:57,NANOFLEX 2,cloud white core black sport green,85.60€,77.86€,https://www.zalando.es/reebok-nanoflex-tr-2-zapatillas-de-entrenamiento-cloud-white-core-black-sport-green-re542a157-a11.html
2023-02-03,16:20:17,METCON 9,hyper crimson/black/hyper orange,58.44€,73.99€,https://www.zalando.es/nike-performance-metcon-9-zapatillas-de-entrenamiento-hyper-crimsonblackhyper-orange-n1242a2nl-h11.html
2023-02-04,02:17:43,CXT2,grey/mint,180.95€,166.42€,https://www.zalando.es/tyr-cxt2-zapatillas-de-entrenamiento-greymint-ty641a003-c11.html
2023-02-05,18:20:52,FLEXAGON ENERGY,footwear white/grey1/kinetic blue,52.13€,58.82€,https://www.zalando.es/reebok-flexagon-energy-tr-4-zapatillas-de-entrenamiento-footwear-whitegrey1kinetic-blue-re542a13p-a13.html
2023-02-05,00:43:47,FLEXAGON ENERGY,footwear white/grey1/kinetic blue,56.55€,49.62€,https://www.zalando.es/reebok-flexagon-energy-tr-4-zapatillas-de-entrenamiento-footwear-whitegrey1kinetic-blue-re542a13p-a13.html
2023-02-06,12:58:09,CXT2,grey/mint,167.56€,177.01€,https://www.zalando.es/tyr-cxt2-zapatillas-de-entrenamiento-greymint-ty641a003-c11.html
2023-02-06,07:05:14,NANO,footwear white/black,115.85€,133.91€,https://www.zalando.es/reebok-nano-x4-zapatillas-de-entrenamiento-footwear-whiteblack-re542a17z-a11.html
2023-02-07,12:56:41,NANOFLEX 2,acidyellow black vectorred,79.93€,93.42€,https://www.zalando.es/reebok-nanoflex-tr-zapatillas-de-entrenamiento-acidyellow-black-vectorred-re542a157-e11.html
2023-02-07,01:05:08,TRIBASE REIGN 6,black / anthracite / metallic silver,59.91€,73.69€,https://www.zalando.es/under-armour-tribase-reign-6-zapatillas-de-entrenamiento-black-anthracite-metallic-silver-un241a0cw-q11.html
2023-02-08,01:19:32,TRIBASE REIGN 6,mod gray,112.81€,129.57€,https://www.zalando.es/under-armour-tribase-reign-zapatillas-de-entrenamiento-mod-gray-un242a0lb-c11.html
2023-02-08,05:47:16,METCON 9,black/white/anthracite/smoke grey,84.41€,126.29€,https://www.zalando.es/nike-performance-metcon-9-unisex-zapatillas-de-entrenamiento-blackwhiteanthracitesmoke-grey-n1244a0hv-q11.html
2023-02-08,19:43:08,NFX,ash pugry pugry,130.61€,132.20€,https://www.zalando.es/reebok-nfx-zapatillas-de-running-estables-ash-pugry-pugry-re542a154-c11.html
2023-02-08,07:27:31,NANOFLEX TR 2,ash/pure grey,134.52€,121.61€,https://www.zalando.es/reebok-nanoflex-tr-2-zapatillas-de-entrenamiento-ashpure-grey-re542a186-c11.html
2023-02-08,19:24:35,CXT2,black,70.46€,90.73€,https://www.zalando.es/tyr-cxt2-zapatillas-de-entrenamiento-black-ty641a003-q13.html
2023-02-09,08:43:17,METCON 9,concord/green frost,76.67€,114.38€,https://www.zalando.es/nike-performance-metcon-9-zapatillas-de-entrenamiento-cement-greyhot-punchblack-concordgreen-frost-n1242a2nl-q14.html
2023-02-09,23:35:13,METCON 9,light army/black/cargo khaki/sequoia,104.12€,118.91€,https://www.zalando.es/nike-performance-metcon-9-zapatillas-de-entrenamiento-light-armyblackcargo-khakisequoia-n1242a2nl-m11.html
2023-02-09,12:29:15,ZOOM HYPERSPEED COURT SE UNISEX,white/metallic silver,90.79€,90.44€,https://www.zalando.es/nike-performance-zoom-hyperspeed-court-se-unisex-zapatillas-de-balonmano-whitemetallic-silver-n1244a0hb-a57.html
2023-02-09,10:48:34,NANOFLEX 2,footwear white black unleashed green,110.87€,144.46€,https://www.zalando.es/reebok-nanoflex-tr-2-zapatillas-de-entrenamiento-footwear-white-black-unleashed-green-re542a157-a12.html
2023-02-10,07:33:36,TRIBASE REIGN 6,white/distant gray/black,139.71€,151.71€,https://www.zalando.es/under-armour-tribase-reign-6-zapatillas-de-entrenamiento-whitedistant-grayblack-un242a0lb-a11.html
2023-02-10,01:10:49,METCON 9,football grey/sundial/light armory blue/ashen slate/light carbon,122.61€,139.57€,https://www.zalando.es/nike-performance-metcon-9-zapatillas-de-entrenamiento-football-greysundiallight-armory-blueashen-slatelight-carbon-n1242a2nl-q13.html
2023-02-10,14:39:08,TRIBASE REIGN 6,midnight navy/morph green/white,118.84€,112.80€,https://www.zalando.es/under-armour-tribase-reign-6-zapatillas-de-entrenamiento-midnight-navymorph-greenwhite-un242a0lb-k12.html
2023-02-10,07:26:08,NANO,dynamic red black pure grey,nan€,nan€,https://www.zalando.es/reebok-nano-x4-zapatillas-de-entrenamiento-dynamic-red-black-pure-grey-re542a17z-g11.html
2023-02-10,05:07:19,REIGN LIFTER UNISEX,white/racer red/black,52.12€,77.69€,https://www.zalando.es/under-armour-reign-lifter-unisex-zapatillas-de-entrenamiento-whiteracer-redblack-un244a02f-a11.html
2023-02-10,05:08:43,METCON 9,white/deep royal blue/fierce pink/aquarius blue/light laser orange,127.21€,146.44€,https://www.zalando.es/nike-performance-metcon-9-zapatillas-de-entrenamiento-whitedeep-royal-bluefierce-pinkaquarius-bluelight-laser-orange-n1242a2nl-a12.html
2023-02-11,06:16:56,MC 3,football grey/hot fuchsia/armory navy,86.82€,87.59€,https://www.zalando.es/nike-performance-mc-trainer-3-zapatillas-de-entrenamiento-football-greyhot-fuchsiaarmory-navy-n1241a1ad-q12.html
2023-02-11,15:52:59,METCON 9,black/white/anthracite/smoke grey,84.00€,129.82€,https://www.zalando.es/nike-performance-metcon-9-unisex-zapatillas-de-entrenamiento-blackwhiteanthracitesmoke-grey-n1244a0hv-q11.html
2023-02-11,14:20:07,NANO,black/bolcya/laspin,142.69€,132.56€,https://www.zalando.es/reebok-nano-x4-zapatillas-de-entrenamiento-blackbolcyalaspin-re542a17z-q11.html
2023-02-12,17:20:01,TRIBASE REIGN 6,midnight navy/morph green/white,117.08€,136.83€,https://www.zalando.es/under-armour-tribase-reign-6-zapatillas-de-entrenamiento-midnight-navymorph-greenwhite-un242a0lb-k12.html
2023-02-12,23:04:32,NANOFLEX 2,footwear white black unleashed green,102.90€,143.62€,https://www.zalando.es/reebok-nanoflex-tr-2-zapatillas-de-entrenamiento-footwear-white-black-unleashed-green-re542a157-a12.html
2023-02-12,14:09:23,METCON 9,black/white/anthracite/smoke grey,79.90€,120.33€,https://www.zalando.es/nike-performance-metcon-9-unisex-zapatillas-de-entrenamiento-blackwhiteanthracitesmoke-grey-n1244a0hv-q11.html
2023-02-12,13:46:15,METCON 9,lt lemon twist black volt cement grey,88.89€,127.01€,https://www.zalando.es/nike-performance-metcon-9-zapatillas-de-entrenamiento-lt-lemon-twist-black-volt-cement-grey-n1242a2nl-e11.html
2023-02-12,20:46:53,NANO,black/footwear white,78.36€,106.08€,https://www.zalando.es/reebok-nano-x4-zapatillas-de-entrenamiento-blackfootwear-white-re542a17z-q13.html
2023-02-13,03:05:38,NANO,footwear white/unleashed green/grey,67.85€,69.01€,https://www.zalando.es/reebok-nano-x4-zapatillas-de-entrenamiento-footwear-whiteunleashed-greengrey-re542a17z-c11.html
2023-02-13,14:59:28,NANO,dynamic red black pure grey,nan€,nan€,https://www.zalando.es/reebok-nano-x4-zapatillas-de-entrenamiento-dynamic-red-black-pure-grey-re542a17z-g11.html
2023-02-14,03:18:16,NANO,black/bolcya/laspin,145.58€,151.92€,https://www.zalando.es/reebok-nano-x4-zapatillas-de-entrenamiento-blackbolcyalaspin-re542a17z-q11.html
2023-02-14,01:12:23,FUSE 3.0,black/cool dark gray/olive green/putty,120.62€,148.12€,https://www.zalando.es/puma-fuse-30-zapatillas-de-entrenamiento-blackcool-dark-grayolive-greenputty-pu142a1r6-q11.html
2023-02-16,19:00:30,TRIBASE REIGN 6,white/horizon blue/morph green,118.52€,144.53€,https://www.zalando.es/under-armour-tribase-reign-6-zapatillas-de-entrenamiento-whitehorizon-bluemorph-green-un241a0cw-a11.html
2023-02-16,15:56:55,PWRFRAME TR,black/castlerock/lime squeeze,nan€,nan€,https://www.zalando.es/puma-pwrframe-zapatillas-de-entrenamiento-blackcastlerocklime-squeeze-pu142a19x-q13.html
2023-02-16,02:55:52,NANO,footwear white/unleashed green/grey,67.73€,63.28€,https://www.zalando.es/reebok-nano-x4-zapatillas-de-entrenamiento-footwear-whiteunleashed-greengrey-re542a17z-c11.html
2023-02-17,06:03:15,METCON 9,armory navy/platinum violet/plum dust/aegean storm,118.06€,152.71€,https://www.zalando.es/nike-performance-metcon-9-zapatillas-de-entrenamiento-armory-navyplatinum-violetplum-dustaegean-storm-n1241a189-k12.html
2023-02-17,19:19:33,METCON 9 FLYEASE,cement grey/hot punch/black/concord/green frost,119.02€,149.91€,https://www.zalando.es/nike-performance-metcon-9-flyease-zapatillas-de-entrenamiento-cement-greyhot-punchblackconcordgreen-frost-n1244a0hw-q13.html
2023-02-17,23:14:07,METCON 9,light iron ore/flat pewter/black,101.66€,147.88€,https://www.zalando.es/nike-performance-metcon-9-zapatillas-de-entrenamiento-light-iron-oreflat-pewterblack-n1242a2nl-q12.html
2023-02-18,09:41:14,NANO,bold pink/astro rose/unleashed green,117.59€,145.90€,https://www.zalando.es/reebok-nano-x4-zapatillas-de-entrenamiento-bold-pinkastro-roseunleashed-green-re541a18k-j12.html
2023-02-18,15:14:48,PWRFRAME TR,black/castlerock/lime squeeze,nan€,nan€,https://www.zalando.es/puma-pwrframe-zapatillas-de-entrenamiento-blackcastlerocklime-squeeze-pu142a19x-q13.html
2023-02-19,06:24:36,METCON 9,light army/black/cargo khaki/sequoia,112.91€,122.92€,https://www.zalando.es/nike-performance-metcon-9-zapatillas-de-entrenamiento-light-armyblackcargo-khakisequoia-n1242a2nl-m11.html
2023-02-19,21:28:21,FLEX EXPERIENCE RN 12 PRM,summit white/metallic silver/black/white,81.00€,78.32€,https://www.zalando.es/nike-performance-flex-experience-rn-12-prm-zapatillas-de-entrenamiento-summit-whitemetallic-silverblackwhite-n1241a1b6-a11.html
2023-02-19,11:14:26,METCON 9,concord/green frost,79.54€,110.47€,https://www.zalando.es/nike-performance-metcon-9-zapatillas-de-entrenamiento-cement-greyhot-punchblack-concordgreen-frost-n1242a2nl-q14.html
2023-02-20,21:02:41,NANO,black/footwear white,87.84€,117.28€,https://www.zalando.es/reebok-nano-x4-zapatillas-de-entrenamiento-blackfootwear-white-re542a17z-q13.html
2023-02-21,03:57:34,FLEX EXPERIENCE RN 12 PRM,summit white/metallic silver/black/white,75.68€,74.85€,https://www.zalando.es/nike-performance-flex-experience-rn-12-prm-zapatillas-de-entrenamiento-summit-whitemetallic-silverblackwhite-n1241a1b6-a11.html
2023-02-21,02:33:12,NANO,footwear white/pugry2,167.09€,165.68€,https://www.zalando.es/reebok-nano-x4-zapatillas-de-entrenamiento-footwear-whitepugry2-re541a18k-a11.html
2023-02-22,19:38:45,NANO,footwear white/pugry2,143.80€,151.65€,https://www.zalando.es/reebok-nano-x4-zapatillas-de-entrenamiento-footwear-whitepugry2-re541a18k-a11.html
2023-02-22,21:46:29,TRIBASE REIGN 6,white/horizon blue/morph green,108.32€,153.93€,https://www.zalando.es/under-armour-tribase-reign-6-zapatillas-de-entrenamiento-whitehorizon-bluemorph-green-un241a0cw-a11.html
2023-02-22,01:51:27,METCON 9,light iron ore/aster pink/light orewood brown/khaki,126.38€,131.26€,https://www.zalando.es/nike-performance-metcon-9-zapatillas-de-entrenamiento-light-iron-oreaster-pinklight-orewood-brownkhaki-n1241a189-c11.html
2023-02-22,11:04:46,NANOFLEX TR 2,barely grey team teal footwear white,84.44€,78.21€,https://www.zalando.es/reebok-nanoflex-zapatillas-de-entrenamiento-barely-grey-team-teal-footwear-white-re541a18l-c11.html
2023-02-22,06:34:15,METCON 9,hyper crimson/black/hyper orange,65.36€,86.92€,https://www.zalando.es/nike-performance-metcon-9-zapatillas-de-entrenamiento-hyper-crimsonblackhyper-orange-n1242a2nl-h11.html
2023-02-24,17:50:54,REIGN LIFTER UNISEX,white/racer red/black,56.86€,91.06€,https://www.zalando.es/under-armour-reign-lifter-unisex-zapatillas-de-entrenamiento-whiteracer-redblack-un244a02f-a11.html
2023-02-24,07:42:16,NANO,laspin/black,95.52€,97.49€,https://www.zalando.es/reebok-nano-x4-zapatillas-de-entrenamiento-laspinblack-re541a18k-j11.html
