date,time,model,color,current_price,normal_price,link
2024-01-03,06:14:26,CXT1 TRAINER UNISEX,white,nan€,149.74€,https://www.zalando.es/tyr-cxt1-trainer-unisex-zapatillas-de-entrenamiento-white-ty641a000-a12.html
2024-01-04,22:47:25,FLEXAGON FORCE 4,black,nan€,67.75€,https://www.zalando.es/reebok-flexagon-force-4-zapatillas-de-entrenamiento-black-re542a153-q11.html
2024-01-04,11:20:15,FLEX EXPERIENCE RN 12 PRM,summit white/metallic silver/black/white,nan€,75.44€,https://www.zalando.es/nike-performance-flex-experience-rn-12-prm-zapatillas-de-entrenamiento-summit-whitemetallic-silverblackwhite-n1241a1b6-a11.html
2024-01-04,01:18:10,METCON 9,smokey mauve/black/platinum violet,nan€,149.48€,https://www.zalando.es/nike-performance-metcon-9-zapatillas-de-entrenamiento-smokey-mauveblackplatinum-violet-n1241a189-i11.html
2024-01-05,13:45:20,NANO COURT,footwear white/weathered white/unlshd green,nan€,127.17€,https://www.zalando.es/reebok-nano-court-zapatillas-de-entrenamiento-footwear-whiteweathered-whiteunlshd-green-re541a198-a12.html
2024-01-05,02:22:27,FLEXAGON FORCE 4,black,nan€,68.26€,https://www.zalando.es/reebok-flexagon-force-4-zapatillas-de-entrenamiento-black-re542a153-q11.html
2024-01-05,23:47:11,METCON 9,armory navy/platinum violet/plum dust/aegean storm,122.31€,140.66€,https://www.zalando.es/nike-performance-metcon-9-zapatillas-de-entrenamiento-armory-navyplatinum-violetplum-dustaegean-storm-n1241a189-k12.html
2024-01-05,16:06:36,NANO,midnight/plum/black,132.62€,132.76€,https://www.zalando.es/reebok-nano-x4-zapatillas-de-entrenamiento-midnightplumblack-re541a18k-q12.html
2024-01-06,02:40:03,TRIBASE REIGN 6,midnight navy/morph green/white,nan€,112.66€,https://www.zalando.es/under-armour-tribase-reign-6-zapatillas-de-entrenamiento-midnight-navymorph-greenwhite-un242a0lb-k12.html
2024-01-06,00:04:32,AIR ZOOM TR 1,black/hot punch/green frost,44.05€,68.58€,https://www.zalando.es/nike-performance-air-zoom-tr-1-zapatillas-de-entrenamiento-blackhot-punchgreen-frost-n1242a2n3-q15.html
2024-01-07,18:36:24,NANO,footwear white/pugry2,nan€,118.63€,https://www.zalando.es/reebok-nano-x4-zapatillas-de-entrenamiento-footwear-whitepugry2-re541a18k-a11.html
2024-01-07,11:31:41,NANO,footwear white/pugry2,nan€,112.57€,https://www.zalando.es/reebok-nano-x4-zapatillas-de-entrenamiento-footwear-whitepugry2-re541a18k-a11.html
2024-01-07,13:33:29,MC 3,football grey/hot fuchsia/armory navy,nan€,84.28€,https://www.zalando.es/nike-performance-mc-trainer-3-zapatillas-de-entrenamiento-football-greyhot-fuchsiaarmory-navy-n1241a1ad-q12.html
2024-01-08,19:48:43,METCON 9,concord/green frost,75.28€,119.17€,https://www.zalando.es/nike-performance-metcon-9-zapatillas-de-entrenamiento-cement-greyhot-punchblack-concordgreen-frost-n1242a2nl-q14.html
2024-01-08,06:14:26,METCON 9,white/volt cyber/summit white/black,111.55€,135.27€,https://www.zalando.es/nike-performance-metcon-9-zapatillas-de-entrenamiento-whitevolt-cybersummit-whiteblack-n1241a189-a16.html
2024-01-08,05:34:40,NANO,hyper green black vector red,nan€,84.12€,https://www.zalando.es/reebok-nano-x4-zapatillas-de-entrenamiento-hyper-green-black-vector-red-re542a17z-m12.html
2024-01-08,01:19:24,METCON 9,black/white/anthracite/smoke grey,97.14€,145.45€,https://www.zalando.es/nike-performance-metcon-9-zapatillas-de-entrenamiento-blackwhiteanthracitesmoke-grey-n1241a189-q11.html
2024-01-09,04:49:36,AIR ZOOM TR 1,court blue/green strike/black/platinum tint,nan€,65.60€,https://www.zalando.es/nike-performance-air-zoom-1-zapatillas-de-entrenamiento-court-bluegreen-strikeblackplatinum-tint-n1242a2n3-k11.html
2024-01-09,17:49:29,NFX TRAINER,white,nan€,77.55€,https://www.zalando.es/reebok-nfx-trainer-zapatillas-de-entrenamiento-white-re542a180-a11.html
2024-01-09,08:36:21,METCON 9,white/volt cyber/summit white/black,107.40€,145.64€,https://www.zalando.es/nike-performance-metcon-9-zapatillas-de-entrenamiento-whitevolt-cybersummit-whiteblack-n1241a189-a16.html
2024-01-10,22:44:28,METCON 9,white,57.31€,82.09€,https://www.zalando.es/nike-performance-metcon-9-zapatillas-de-entrenamiento-white-n1242a2nl-a14.html
2024-01-10,03:17:45,CXT2,grey/mint,nan€,155.13€,https://www.zalando.es/tyr-cxt2-zapatillas-de-entrenamiento-greymint-ty641a003-c11.html
2024-01-10,17:17:07,DISPERSE XT 3 UNISEX,black/fire orchid/white,nan€,138.33€,https://www.zalando.es/puma-disperse-xt-3-zapatillas-de-entrenamiento-blackfire-orchidwhite-pu142a1kr-q11.html
2024-01-10,12:42:02,NFX TRAINER,white black green,58.75€,67.87€,https://www.zalando.es/reebok-nfx-trainer-zapatillas-de-entrenamiento-footwear-white-black-unleashed-green-re541a18g-a14.html
2024-01-11,09:27:06,METCON 9,pink oxford/white/diffused taupe/pearl pink,120.32€,148.47€,https://www.zalando.es/nike-performance-metcon-9-zapatillas-de-entrenamiento-pink-oxfordwhitediffused-taupepearl-pink-n1241a189-j11.html
2024-01-11,20:04:11,FUSE 3.0,black/cool dark gray/olive green/putty,58.34€,92.11€,https://www.zalando.es/puma-fuse-30-zapatillas-de-entrenamiento-blackcool-dark-grayolive-greenputty-pu142a1r6-q11.html
2024-01-11,10:36:01,NANO COURT,white digital lime aqua,51.51€,66.95€,https://www.zalando.es/reebok-low-non-football-nano-court-zapatillas-de-entrenamiento-white-digital-lime-aqua-re544a07p-a11.html
2024-01-11,09:03:20,NANO COURT,footwear white/weathered white/unlshd green,nan€,115.33€,https://www.zalando.es/reebok-nano-court-zapatillas-de-entrenamiento-footwear-whiteweathered-whiteunlshd-green-re541a198-a12.html
2024-01-11,10:09:30,NFX,black/cold grey,nan€,nan€,https://www.zalando.es/reebok-nfx-trainer-zapatillas-de-entrenamiento-blackcold-grey-re542a154-q11.html
2024-01-11,17:24:10,METCON 9,astronomy blue/black/hyper crimson/pale ivory,130.08€,134.29€,https://www.zalando.es/nike-performance-metcon-9-zapatillas-de-entrenamiento-astronomy-blueblackhyper-crimsonpale-ivory-n1242a2nl-k11.html
2024-01-11,05:52:48,NANO,black/bolcya/laspin,nan€,143.29€,https://www.zalando.es/reebok-nano-x4-zapatillas-de-entrenamiento-blackbolcyalaspin-re542a17z-q11.html
2024-01-11,13:41:34,NANO,pugry2/vinblue/footwear white,nan€,163.14€,https://www.zalando.es/reebok-nano-x4-zapatillas-de-entrenamiento-pugry2vinbluefootwear-white-re541a18k-a12.html
2024-01-11,04:29:29,METCON 9,light iron ore/aster pink/light orewood brown/khaki,116.29€,130.15€,https://www.zalando.es/nike-performance-metcon-9-zapatillas-de-entrenamiento-light-iron-oreaster-pinklight-orewood-brownkhaki-n1241a189-c11.html
2024-01-12,17:36:29,NANO,footwear white/pugry2,nan€,101.63€,https://www.zalando.es/reebok-nano-x4-zapatillas-de-entrenamiento-footwear-whitepugry2-re541a18k-a11.html
2024-01-12,06:52:27,NANOFLEX 2,barely grey black digital lime,nan€,81.67€,https://www.zalando.es/reebok-nanoflex-zapatillas-de-entrenamiento-barely-grey-black-digital-lime-re542a157-c11.html
2024-01-13,08:33:35,METCON 9,barely volt/olive aura/cargo khaki/black,55.76€,86.71€,https://www.zalando.es/nike-performance-metcon-9-zapatillas-de-entrenamiento-barely-voltolive-auracargo-khakiblack-n1241a19o-e11.html
2024-01-14,12:53:28,METCON 9,hyper crimson/black/hyper orange,67.07€,87.46€,https://www.zalando.es/nike-performance-metcon-9-zapatillas-de-entrenamiento-hyper-crimsonblackhyper-orange-n1242a2nl-h11.html
2024-01-14,07:54:59,NFX TRAINER,blue/black/footwear white,nan€,74.01€,https://www.zalando.es/reebok-nfx-trainer-zapatillas-de-entrenamiento-blueblackfootwear-white-re542a180-k11.html
2024-01-14,16:20:32,METCON 9,astronomy blue/black/hyper crimson/pale ivory,129.74€,137.61€,https://www.zalando.es/nike-performance-metcon-9-zapatillas-de-entrenamiento-astronomy-blueblackhyper-crimsonpale-ivory-n1242a2nl-k11.html
2024-01-14,08:40:23,METCON 9 FLYEASE,dark grey/pink,130.77€,133.74€,https://www.zalando.es/nike-performance-metcon-9-flyease-zapatillas-de-entrenamiento-dark-greypink-n1241a18b-c11.html
2024-01-14,01:37:07,NANO,black/footwear white,82.12€,110.09€,https://www.zalando.es/reebok-nano-x4-zapatillas-de-entrenamiento-blackfootwear-white-re542a17z-q13.html
2024-01-16,22:57:11,METCON 9,astronomy blue/black/hyper crimson/pale ivory,130.86€,135.47€,https://www.zalando.es/nike-performance-metcon-9-zapatillas-de-entrenamiento-astronomy-blueblackhyper-crimsonpale-ivory-n1242a2nl-k11.html
2024-01-16,02:14:54,DISPERSE XT 3 UNISEX,black/fire orchid/white,nan€,131.86€,https://www.zalando.es/puma-disperse-xt-3-zapatillas-de-entrenamiento-blackfire-orchidwhite-pu142a1kr-q11.html
2024-01-17,02:12:28,METCON 9,concord/green frost,83.76€,128.85€,https://www.zalando.es/nike-performance-metcon-9-zapatillas-de-entrenamiento-cement-greyhot-punchblack-concordgreen-frost-n1242a2nl-q14.html
2024-01-18,06:57:06,PWRFRAME TR,black/castlerock/lime squeeze,nan€,nan€,https://www.zalando.es/puma-pwrframe-zapatillas-de-entrenamiento-blackcastlerocklime-squeeze-pu142a19x-q13.html
2024-01-19,03:55:10,NFX,ash pugry pugry,nan€,80.99€,https://www.zalando.es/reebok-nfx-zapatillas-de-running-estables-ash-pugry-pugry-re542a154-c11.html
2024-01-19,02:29:57,NFX TRAINER,blue/black/footwear white,nan€,71.12€,https://www.zalando.es/reebok-nfx-trainer-zapatillas-de-entrenamiento-blueblackfootwear-white-re542a180-k11.html
2024-01-20,09:19:41,TRIBASE REIGN 6,mod gray,108.43€,135.29€,https://www.zalando.es/under-armour-tribase-reign-zapatillas-de-entrenamiento-mod-gray-un242a0lb-c11.html
2024-01-20,15:37:05,NFX TRAINER TRAINING SHOES,cold grey 3 core black cold grey 6,nan€,nan€,https://www.zalando.es/reebok-nfx-trainer-zapatillas-de-entrenamiento-cold-grey-3-core-black-cold-grey-6-re542a13j-c12.html
2024-01-20,11:27:34,NFX TRAINER,white,nan€,73.58€,https://www.zalando.es/reebok-nfx-trainer-zapatillas-de-entrenamiento-white-re542a180-a11.html
2024-01-21,14:37:25,NANOFLEX TR 2,ash/pure grey,nan€,134.42€,https://www.zalando.es/reebok-nanoflex-tr-2-zapatillas-de-entrenamiento-ashpure-grey-re542a186-c11.html
2024-01-22,23:01:28,NANO,footwear white/unleashed green/grey,80.70€,111.45€,https://www.zalando.es/reebok-nano-x4-zapatillas-de-entrenamiento-footwear-whiteunleashed-greengrey-re542a17z-c11.html
2024-01-22,13:26:37,FLEXAGON ENERGY,footwear white/grey1/kinetic blue,nan€,51.69€,https://www.zalando.es/reebok-flexagon-energy-tr-4-zapatillas-de-entrenamiento-footwear-whitegrey1kinetic-blue-re542a13p-a13.html
2024-01-23,10:59:21,NANOFLEX 2,acidyellow black vectorred,nan€,94.63€,https://www.zalando.es/reebok-nanoflex-tr-zapatillas-de-entrenamiento-acidyellow-black-vectorred-re542a157-e11.html
2024-01-23,18:32:16,TRIBASE REIGN 6,white/distant gray/black,nan€,149.34€,https://www.zalando.es/under-armour-tribase-reign-6-zapatillas-de-entrenamiento-whitedistant-grayblack-un242a0lb-a11.html
2024-01-23,08:19:57,NANO,midnight/plum/black,122.56€,135.32€,https://www.zalando.es/reebok-nano-x4-zapatillas-de-entrenamiento-midnightplumblack-re541a18k-q12.html
2024-01-23,01:07:19,METCON 9,smokey mauve/black/platinum violet,nan€,129.33€,https://www.zalando.es/nike-performance-metcon-9-zapatillas-de-entrenamiento-smokey-mauveblackplatinum-violet-n1241a189-i11.html
2024-01-23,10:22:53,METCON 9,light iron ore/flat pewter/black,109.19€,149.25€,https://www.zalando.es/nike-performance-metcon-9-zapatillas-de-entrenamiento-light-iron-oreflat-pewterblack-n1242a2nl-q12.html
2024-01-23,00:55:24,NANO,footwear white/black,107.99€,134.51€,https://www.zalando.es/reebok-nano-x4-zapatillas-de-entrenamiento-footwear-whiteblack-re542a17z-a11.html
2024-01-23,14:33:51,AIR ZOOM TR 1,court blue/green strike/black/platinum tint,nan€,63.67€,https://www.zalando.es/nike-performance-air-zoom-1-zapatillas-de-entrenamiento-court-bluegreen-strikeblackplatinum-tint-n1242a2n3-k11.html
2024-01-23,14:48:03,CXT1 TRAINER UNISEX,white,nan€,148.96€,https://www.zalando.es/tyr-cxt1-trainer-unisex-zapatillas-de-entrenamiento-white-ty641a000-a12.html
2024-01-24,11:48:30,NANO,footwear white/pugry2,nan€,101.47€,https://www.zalando.es/reebok-nano-x4-zapatillas-de-entrenamiento-footwear-whitepugry2-re541a18k-a11.html
2024-01-24,08:04:24,AIR ZOOM TR 1,black/hot punch/green frost,44.35€,63.18€,https://www.zalando.es/nike-performance-air-zoom-tr-1-zapatillas-de-entrenamiento-blackhot-punchgreen-frost-n1242a2n3-q15.html
2024-01-24,11:04:16,FLEXAGON FORCE 4,black,nan€,69.86€,https://www.zalando.es/reebok-flexagon-force-4-zapatillas-de-entrenamiento-black-re542a153-q11.html
2024-01-24,19:34:46,METCON 9,black/white/anthracite/smoke grey,59.10€,75.81€,https://www.zalando.es/nike-performance-metcon-9-unisex-zapatillas-de-entrenamiento-blackwhiteanthracitesmoke-grey-n1244a0hv-q11.html
2024-01-25,23:58:51,NFX TRAINER,white,nan€,82.46€,https://www.zalando.es/reebok-nfx-trainer-zapatillas-de-entrenamiento-white-re542a180-a11.html
2024-01-25,11:23:25,FUSE 3.0,black/redmazing,nan€,144.33€,https://www.zalando.es/puma-fuse-30-zapatillas-de-entrenamiento-blackredmazing-pu142a1r6-q12.html
2024-01-26,16:20:05,METCON 9 FLYEASE,dark grey/pink,114.30€,132.86€,https://www.zalando.es/nike-performance-metcon-9-flyease-zapatillas-de-entrenamiento-dark-greypink-n1241a18b-c11.html
2024-01-26,15:48:44,NANO,pugry2/vinblue/footwear white,nan€,175.57€,https://www.zalando.es/reebok-nano-x4-zapatillas-de-entrenamiento-pugry2vinbluefootwear-white-re541a18k-a12.html
2024-01-27,00:04:40,NANO,midnight/plum/black,114.49€,147.72€,https://www.zalando.es/reebok-nano-x4-zapatillas-de-entrenamiento-midnightplumblack-re541a18k-q12.html
2024-01-27,23:14:34,NANO,pugry2/vinblue/footwear white,nan€,174.41€,https://www.zalando.es/reebok-nano-x4-zapatillas-de-entrenamiento-pugry2vinbluefootwear-white-re541a18k-a12.html
2024-01-27,12:03:55,CXT2,black,74.70€,80.43€,https://www.zalando.es/tyr-cxt2-zapatillas-de-entrenamiento-black-ty641a003-q13.html
2024-01-28,09:43:18,FLEX EXPERIENCE RN 12 PRM,summit white/metallic silver/black/white,nan€,71.63€,https://www.zalando.es/nike-performance-flex-experience-rn-12-prm-zapatillas-de-entrenamiento-summit-whitemetallic-silverblackwhite-n1241a1b6-a11.html
2024-01-28,15:38:14,NANOFLEX 2,cloud white core black sport green,nan€,87.80€,https://www.zalando.es/reebok-nanoflex-tr-2-zapatillas-de-entrenamiento-cloud-white-core-black-sport-green-re542a157-a11.html
2024-01-28,04:25:02,METCON 9,black sesame gum lt brown anthracite,115.46€,128.80€,https://www.zalando.es/nike-performance-metcon-9-zapatillas-de-entrenamiento-black-sesame-gum-lt-brown-anthracite-n1242a2nl-q15.html
2024-01-28,00:57:47,NANOFLEX 2,footwear white black unleashed green,117.05€,128.57€,https://www.zalando.es/reebok-nanoflex-tr-2-zapatillas-de-entrenamiento-footwear-white-black-unleashed-green-re542a157-a12.html
2024-01-28,08:36:46,NANOFLEX 2,acidyellow black vectorred,nan€,97.60€,https://www.zalando.es/reebok-nanoflex-tr-zapatillas-de-entrenamiento-acidyellow-black-vectorred-re542a157-e11.html
2024-01-29,13:07:39,NANO COURT,white/black/grey,105.72€,142.45€,https://www.zalando.es/reebok-nano-court-zapatillas-de-entrenamiento-whiteblackgrey-re541a198-a11.html
2024-01-29,10:50:15,CXT2,black,63.01€,90.70€,https://www.zalando.es/tyr-cxt2-zapatillas-de-entrenamiento-black-ty641a003-q13.html
2024-01-29,08:07:15,NFX,black/cold grey,nan€,nan€,https://www.zalando.es/reebok-nfx-trainer-zapatillas-de-entrenamiento-blackcold-grey-re542a154-q11.html
2024-01-29,10:21:02,NANO COURT,white digital lime aqua,53.12€,74.78€,https://www.zalando.es/reebok-low-non-football-nano-court-zapatillas-de-entrenamiento-white-digital-lime-aqua-re544a07p-a11.html
2024-01-30,06:41:36,TRIBASE REIGN 6,midnight navy/morph green/white,nan€,113.49€,https://www.zalando.es/under-armour-tribase-reign-6-zapatillas-de-entrenamiento-midnight-navymorph-greenwhite-un242a0lb-k12.html
2024-01-30,08:37:27,NANOFLEX 2,barely grey black digital lime,nan€,82.95€,https://www.zalando.es/reebok-nanoflex-zapatillas-de-entrenamiento-barely-grey-black-digital-lime-re542a157-c11.html
2024-01-30,01:56:35,NFX,ash pugry pugry,nan€,81.59€,https://www.zalando.es/reebok-nfx-zapatillas-de-running-estables-ash-pugry-pugry-re542a154-c11.html
2024-01-30,00:52:34,TRIBASE REIGN 6,midnight navy/morph green/white,nan€,125.53€,https://www.zalando.es/under-armour-tribase-reign-6-zapatillas-de-entrenamiento-midnight-navymorph-greenwhite-un242a0lb-k12.html
2024-01-31,16:19:17,NANOFLEX TR 2,barely grey team teal footwear white,nan€,84.93€,https://www.zalando.es/reebok-nanoflex-zapatillas-de-entrenamiento-barely-grey-team-teal-footwear-white-re541a18l-c11.html
2024-01-31,10:25:04,NANO,black/footwear white,90.30€,111.55€,https://www.zalando.es/reebok-nano-x4-zapatillas-de-entrenamiento-blackfootwear-white-re542a17z-q13.html
2024-02-01,14:08:10,METCON 9,light iron ore/flat pewter/black,102.24€,133.13€,https://www.zalando.es/nike-performance-metcon-9-zapatillas-de-entrenamiento-light-iron-oreflat-pewterblack-n1242a2nl-q12.html
2024-02-02,13:47:31,NFX,ash pugry pugry,nan€,81.22€,https://www.zalando.es/reebok-nfx-zapatillas-de-running-estables-ash-pugry-pugry-re542a154-c11.html
2024-02-02,11:33:15,NANO,pugry2/vinblue/footwear white,nan€,180.69€,https://www.zalando.es/reebok-nano-x4-zapatillas-de-entrenamiento-pugry2vinbluefootwear-white-re541a18k-a12.html
2024-02-02,13:50:23,FUSE 3.0,black/cool dark gray/olive green/putty,64.09€,79.23€,https://www.zalando.es/puma-fuse-30-zapatillas-de-entrenamiento-blackcool-dark-grayolive-greenputty-pu142a1r6-q11.html
2024-02-03,08:04:50,MC 3,football grey/hot fuchsia/armory navy,nan€,82.13€,https://www.zalando.es/nike-performance-mc-trainer-3-zapatillas-de-entrenamiento-football-greyhot-fuchsiaarmory-navy-n1241a1ad-q12.html
2024-02-03,12:13:49,NANO,footwear white/pugry2,nan€,116.95€,https://www.zalando.es/reebok-nano-x4-zapatillas-de-entrenamiento-footwear-whitepugry2-re541a18k-a11.html
2024-02-03,08:23:17,FUSE 3.0,black/cool dark gray/olive green/putty,62.45€,84.02€,https://www.zalando.es/puma-fuse-30-zapatillas-de-entrenamiento-blackcool-dark-grayolive-greenputty-pu142a1r6-q11.html
2024-02-03,15:34:45,NANOFLEX TR 2,ash/pure grey,nan€,115.86€,https://www.zalando.es/reebok-nanoflex-tr-2-zapatillas-de-entrenamiento-ashpure-grey-re542a186-c11.html
2024-02-04,05:08:41,CXT2,black,66.31€,81.22€,https://www.zalando.es/tyr-cxt2-zapatillas-de-entrenamiento-black-ty641a003-q13.html
2024-02-04,06:28:22,METCON 9 FLYEASE,cement grey/hot punch/black/concord/green frost,116.40€,146.27€,https://www.zalando.es/nike-performance-metcon-9-flyease-zapatillas-de-entrenamiento-cement-greyhot-punchblackconcordgreen-frost-n1244a0hw-q13.html
2024-02-05,20:11:13,DISPERSE XT 3 UNISEX,black/fire orchid/white,nan€,152.49€,https://www.zalando.es/puma-disperse-xt-3-zapatillas-de-entrenamiento-blackfire-orchidwhite-pu142a1kr-q11.html
2024-02-05,01:31:57,FUSE 3.0,midnight plum/vapor gray/sunset glow,126.91€,149.74€,https://www.zalando.es/puma-fuse-30-zapatillas-de-entrenamiento-midnight-plumvapor-graysunset-glow-pu141a0zt-i11.html
2024-02-06,21:54:14,NFX TRAINER TRAINING SHOES,cold grey 3 core black cold grey 6,nan€,nan€,https://www.zalando.es/reebok-nfx-trainer-zapatillas-de-entrenamiento-cold-grey-3-core-black-cold-grey-6-re542a13j-c12.html
2024-02-06,15:54:41,MC 3,cement grey/light lemon twist/black/white,nan€,80.98€,https://www.zalando.es/nike-performance-mc-trainer-3-zapatillas-de-entrenamiento-cement-greylight-lemon-twistblackwhite-n1242a2r7-q12.html
2024-02-06,20:47:08,METCON 9,light army/black/cargo khaki/sequoia,103.40€,110.24€,https://www.zalando.es/nike-performance-metcon-9-zapatillas-de-entrenamiento-light-armyblackcargo-khakisequoia-n1242a2nl-m11.html
2024-02-07,07:58:18,NANO,black/purgry,119.85€,143.79€,https://www.zalando.es/reebok-nano-x4-zapatillas-de-entrenamiento-blackpurgry-re542a17z-q12.html
2024-02-07,22:39:53,METCON 9,hyper crimson/black/hyper orange,61.70€,81.27€,https://www.zalando.es/nike-performance-metcon-9-zapatillas-de-entrenamiento-hyper-crimsonblackhyper-orange-n1242a2nl-h11.html
2024-02-08,08:40:24,NANO,midnight/plum/black,114.90€,153.28€,https://www.zalando.es/reebok-nano-x4-zapatillas-de-entrenamiento-midnightplumblack-re541a18k-q12.html
2024-02-08,21:04:12,NANO,black/midnight plum/coral,116.66€,142.90€,https://www.zalando.es/reebok-nano-x4-zapatillas-de-entrenamiento-blackmidnight-plumcoral-re541a18k-q13.html
2024-02-09,01:15:15,FUSE 3.0,black/redmazing,nan€,151.96€,https://www.zalando.es/puma-fuse-30-zapatillas-de-entrenamiento-blackredmazing-pu142a1r6-q12.html
2024-02-09,07:33:37,METCON 8 UNISEX,volt/diffused blue/wolf grey/photon dust/black,nan€,138.35€,https://www.zalando.es/nike-performance-metcon-8-unisex-zapatillas-de-entrenamiento-voltdiffused-bluewolf-greyphoton-dustblack-n1242a2fm-e11.html
2024-02-09,08:45:08,NANOFLEX 2,barely grey black digital lime,nan€,85.84€,https://www.zalando.es/reebok-nanoflex-zapatillas-de-entrenamiento-barely-grey-black-digital-lime-re542a157-c11.html
2024-02-10,21:39:29,TRIBASE REIGN 6,mod gray,120.15€,129.20€,https://www.zalando.es/under-armour-tribase-reign-zapatillas-de-entrenamiento-mod-gray-un242a0lb-c11.html
2024-02-10,08:19:23,METCON 9,white,62.38€,81.24€,https://www.zalando.es/nike-performance-metcon-9-zapatillas-de-entrenamiento-white-n1242a2nl-a14.html
2024-02-10,23:03:11,AIR ZOOM TR 1,black/hot punch/green frost,40.74€,67.81€,https://www.zalando.es/nike-performance-air-zoom-tr-1-zapatillas-de-entrenamiento-blackhot-punchgreen-frost-n1242a2n3-q15.html
2024-02-10,16:47:25,FUSE 3.0,midnight plum/vapor gray/sunset glow,126.53€,126.06€,https://www.zalando.es/puma-fuse-30-zapatillas-de-entrenamiento-midnight-plumvapor-graysunset-glow-pu141a0zt-i11.html
2024-02-11,21:01:21,AIR ZOOM TR 1,court blue/green strike/black/platinum tint,nan€,58.78€,https://www.zalando.es/nike-performance-air-zoom-1-zapatillas-de-entrenamiento-court-bluegreen-strikeblackplatinum-tint-n1242a2n3-k11.html
2024-02-11,05:46:36,METCON 9,light iron ore/aster pink/light orewood brown/khaki,120.43€,142.42€,https://www.zalando.es/nike-performance-metcon-9-zapatillas-de-entrenamiento-light-iron-oreaster-pinklight-orewood-brownkhaki-n1241a189-c11.html
2024-02-11,00:56:25,FUSE 3.0,black/cool dark gray/olive green/putty,58.77€,87.10€,https://www.zalando.es/puma-fuse-30-zapatillas-de-entrenamiento-blackcool-dark-grayolive-greenputty-pu142a1r6-q11.html
2024-02-11,18:31:14,METCON 9,light silver/metallic silver/summit white/jade horizon,99.82€,143.48€,https://www.zalando.es/nike-performance-metcon-9-zapatillas-de-entrenamiento-light-silvermetallic-silversummit-whitejade-horizon-n1241a189-d11.html
2024-02-11,16:15:07,NFX TRAINER,blue/black/footwear white,nan€,69.28€,https://www.zalando.es/reebok-nfx-trainer-zapatillas-de-entrenamiento-blueblackfootwear-white-re542a180-k11.html
2024-02-11,16:11:48,METCON 9,armory navy/platinum violet/plum dust/aegean storm,115.80€,147.83€,https://www.zalando.es/nike-performance-metcon-9-zapatillas-de-entrenamiento-armory-navyplatinum-violetplum-dustaegean-storm-n1241a189-k12.html
2024-02-11,00:37:54,METCON 9 FLYEASE,cement grey/hot punch/black/concord/green frost,112.85€,134.73€,https://www.zalando.es/nike-performance-metcon-9-flyease-zapatillas-de-entrenamiento-cement-greyhot-punchblackconcordgreen-frost-n1244a0hw-q13.html
2024-02-11,09:07:57,PWRFRAME TR,white/fizzy apple,nan€,83.16€,https://www.zalando.es/puma-pwrframe-tr-zapatillas-de-entrenamiento-whitefizzy-apple-pu141a0pg-a11.html
2024-02-12,20:47:22,METCON 9,barely volt/olive aura/cargo khaki/black,56.39€,87.01€,https://www.zalando.es/nike-performance-metcon-9-zapatillas-de-entrenamiento-barely-voltolive-auracargo-khakiblack-n1241a19o-e11.html
