date,time,model,color,current_price,normal_price,link
2021-03-15,04:45:58,FUSE 3.0,black/cool dark gray/olive green/putty,60.58€,79.18€,https://www.zalando.es/puma-fuse-30-zapatillas-de-entrenamiento-blackcool-dark-grayolive-greenputty-pu142a1r6-q11.html
2021-03-15,03:20:28,AIR ZOOM TR 1,court blue/green strike/black/platinum tint,nan€,61.89€,https://www.zalando.es/nike-performance-air-zoom-1-zapatillas-de-entrenamiento-court-bluegreen-strikeblackplatinum-tint-n1242a2n3-k11.html
2021-03-19,03:09:42,NANO,laspin/black,nan€,132.61€,https://www.zalando.es/reebok-nano-x4-zapatillas-de-entrenamiento-laspinblack-re541a18k-j11.html
2021-03-19,10:18:35,METCON 9,light iron ore/flat pewter/black,102.93€,135.49€,https://www.zalando.es/nike-performance-metcon-9-zapatillas-de-entrenamiento-light-iron-oreflat-pewterblack-n1242a2nl-q12.html
2021-03-20,08:49:06,MC 3,football grey/hot fuchsia/armory navy,nan€,76.97€,https://www.zalando.es/nike-performance-mc-trainer-3-zapatillas-de-entrenamiento-football-greyhot-fuchsiaarmory-navy-n1241a1ad-q12.html
2021-03-20,16:07:35,REIGN LIFTER UNISEX,white/racer red/black,122.46€,126.05€,https://www.zalando.es/under-armour-reign-lifter-unisex-zapatillas-de-entrenamiento-whiteracer-redblack-un244a02f-a11.html
2021-03-21,05:22:28,METCON 9,guava ice/black/royal pulse/persian violet/light wild mango/crimson tint,120.09€,135.64€,https://www.zalando.es/nike-performance-metcon-9-zapatillas-de-entrenamiento-guava-iceblackroyal-pulsepersian-violetlight-wild-mangocrimson-tint-n1241a189-h11.html
2021-03-23,19:16:01,METCON 9,armory navy/platinum violet/plum dust/aegean storm,121.67€,128.18€,https://www.zalando.es/nike-performance-metcon-9-zapatillas-de-entrenamiento-armory-navyplatinum-violetplum-dustaegean-storm-n1241a189-k12.html
2021-03-24,08:09:31,LEGEND ESSENTIAL 3,ashen slate/sundial/white/football grey,57.91€,74.60€,https://www.zalando.es/nike-performance-legend-essential-3-zapatillas-de-entrenamiento-ashen-slatesundialwhitefootball-grey-n1242a2gx-c17.html
2021-03-25,00:46:49,METCON 9,grey/white,69.74€,78.58€,https://www.zalando.es/nike-performance-metcon-9-unisex-zapatillas-de-entrenamiento-greywhite-n1244a0hv-c11.html
2021-03-27,06:23:56,FLEX EXPERIENCE RN 12 PRM,summit white/metallic silver/black/white,nan€,78.48€,https://www.zalando.es/nike-performance-flex-experience-rn-12-prm-zapatillas-de-entrenamiento-summit-whitemetallic-silverblackwhite-n1241a1b6-a11.html
2021-03-27,13:25:31,TRIBASE REIGN 6,white/horizon blue/morph green,nan€,130.05€,https://www.zalando.es/under-armour-tribase-reign-6-zapatillas-de-entrenamiento-whitehorizon-bluemorph-green-un241a0cw-a11.html
2021-03-28,07:19:27,FUSE 3.0,midnight plum/vapor gray/sunset glow,128.41€,152.91€,https://www.zalando.es/puma-fuse-30-zapatillas-de-entrenamiento-midnight-plumvapor-graysunset-glow-pu141a0zt-i11.html
2021-03-29,08:15:07,METCON 9,football grey/sundial/light armory blue/ashen slate/light carbon,109.96€,147.80€,https://www.zalando.es/nike-performance-metcon-9-zapatillas-de-entrenamiento-football-greysundiallight-armory-blueashen-slatelight-carbon-n1242a2nl-q13.html
2021-03-31,10:31:31,METCON 9,light iron ore/flat pewter/black,99.11€,128.65€,https://www.zalando.es/nike-performance-metcon-9-zapatillas-de-entrenamiento-light-iron-oreflat-pewterblack-n1242a2nl-q12.html
2021-04-02,19:26:41,ZOOM HYPERSPEED COURT SE UNISEX,white/metallic silver,nan€,96.24€,https://www.zalando.es/nike-performance-zoom-hyperspeed-court-se-unisex-zapatillas-de-balonmano-whitemetallic-silver-n1244a0hb-a57.html
2021-04-02,18:57:38,ZOOM HYPERSPEED COURT SE UNISEX,white/metallic silver,nan€,102.89€,https://www.zalando.es/nike-performance-zoom-hyperspeed-court-se-unisex-zapatillas-de-balonmano-whitemetallic-silver-n1244a0hb-a57.html
2021-04-03,18:44:04,NANOFLEX 2,barely grey black digital lime,nan€,89.04€,https://www.zalando.es/reebok-nanoflex-zapatillas-de-entrenamiento-barely-grey-black-digital-lime-re542a157-c11.html
2021-04-03,05:48:24,NFX,black/cold grey,nan€,nan€,https://www.zalando.es/reebok-nfx-trainer-zapatillas-de-entrenamiento-blackcold-grey-re542a154-q11.html
2021-04-10,12:06:38,NANOFLEX TR 2,ash/pure grey,nan€,119.59€,https://www.zalando.es/reebok-nanoflex-tr-2-zapatillas-de-entrenamiento-ashpure-grey-re542a186-c11.html
2021-04-12,05:16:08,NANO,laspin/black,nan€,128.96€,https://www.zalando.es/reebok-nano-x4-zapatillas-de-entrenamiento-laspinblack-re541a18k-j11.html
2021-04-14,23:57:36,PWRFRAME TR,black/castlerock/lime squeeze,nan€,nan€,https://www.zalando.es/puma-pwrframe-zapatillas-de-entrenamiento-blackcastlerocklime-squeeze-pu142a19x-q13.html
2021-04-17,18:35:07,AIR ZOOM TR 1,court blue/green strike/black/platinum tint,nan€,67.44€,https://www.zalando.es/nike-performance-air-zoom-1-zapatillas-de-entrenamiento-court-bluegreen-strikeblackplatinum-tint-n1242a2n3-k11.html
2021-04-19,03:07:28,METCON 9,football grey/sundial/light armory blue/ashen slate/light carbon,113.82€,149.30€,https://www.zalando.es/nike-performance-metcon-9-zapatillas-de-entrenamiento-football-greysundiallight-armory-blueashen-slatelight-carbon-n1242a2nl-q13.html
2021-04-19,04:44:12,METCON 9,smokey mauve/black/platinum violet,nan€,127.78€,https://www.zalando.es/nike-performance-metcon-9-zapatillas-de-entrenamiento-smokey-mauveblackplatinum-violet-n1241a189-i11.html
2021-04-21,04:08:58,FUSE 3.0,black/redmazing,nan€,153.24€,https://www.zalando.es/puma-fuse-30-zapatillas-de-entrenamiento-blackredmazing-pu142a1r6-q12.html
2021-04-22,04:26:24,ZOOM HYPERSPEED COURT SE UNISEX,white/metallic silver,nan€,91.48€,https://www.zalando.es/nike-performance-zoom-hyperspeed-court-se-unisex-zapatillas-de-balonmano-whitemetallic-silver-n1244a0hb-a57.html
2021-04-22,08:29:15,FLEXAGON ENERGY,footwear white/grey1/kinetic blue,nan€,55.43€,https://www.zalando.es/reebok-flexagon-energy-tr-4-zapatillas-de-entrenamiento-footwear-whitegrey1kinetic-blue-re542a13p-a13.html
2021-04-23,17:34:07,MC 3,cement grey/light lemon twist/black/white,nan€,80.62€,https://www.zalando.es/nike-performance-mc-trainer-3-zapatillas-de-entrenamiento-cement-greylight-lemon-twistblackwhite-n1242a2r7-q12.html
2021-04-23,04:31:29,NANO,black/footwear white,85.17€,103.26€,https://www.zalando.es/reebok-nano-x4-zapatillas-de-entrenamiento-blackfootwear-white-re542a17z-q13.html
2021-04-24,22:42:21,NANO,hyper green black vector red,nan€,86.97€,https://www.zalando.es/reebok-nano-x4-zapatillas-de-entrenamiento-hyper-green-black-vector-red-re542a17z-m12.html
2021-04-30,02:55:34,NANO GYM,white/unleashed green/kinetic blue,nan€,111.77€,https://www.zalando.es/reebok-nano-gym-zapatillas-de-entrenamiento-whiteunleashed-greenkinetic-blue-re542a18l-k11.html
2021-05-01,15:11:39,NANO GYM,white/unleashed green/kinetic blue,nan€,117.51€,https://www.zalando.es/reebok-nano-gym-zapatillas-de-entrenamiento-whiteunleashed-greenkinetic-blue-re542a18l-k11.html
2021-05-07,15:32:46,FUSE 3.0,black/cool dark gray/olive green/putty,57.28€,87.84€,https://www.zalando.es/puma-fuse-30-zapatillas-de-entrenamiento-blackcool-dark-grayolive-greenputty-pu142a1r6-q11.html
2021-05-08,22:10:31,NANO,footwear white/black,115.31€,134.86€,https://www.zalando.es/reebok-nano-x4-zapatillas-de-entrenamiento-footwear-whiteblack-re542a17z-a11.html
2021-05-09,19:08:53,FUSE 3.0,black/cool dark gray/olive green/putty,64.69€,82.11€,https://www.zalando.es/puma-fuse-30-zapatillas-de-entrenamiento-blackcool-dark-grayolive-greenputty-pu142a1r6-q11.html
2021-05-10,15:53:39,AIR ZOOM TR 1,court blue/green strike/black/platinum tint,nan€,61.54€,https://www.zalando.es/nike-performance-air-zoom-1-zapatillas-de-entrenamiento-court-bluegreen-strikeblackplatinum-tint-n1242a2n3-k11.html
2021-05-10,14:21:26,AIR ZOOM TR 1,court blue/green strike/black/platinum tint,nan€,69.33€,https://www.zalando.es/nike-performance-air-zoom-1-zapatillas-de-entrenamiento-court-bluegreen-strikeblackplatinum-tint-n1242a2n3-k11.html
2021-05-11,19:12:50,MC 3,cement grey/light lemon twist/black/white,nan€,84.05€,https://www.zalando.es/nike-performance-mc-trainer-3-zapatillas-de-entrenamiento-cement-greylight-lemon-twistblackwhite-n1242a2r7-q12.html
2021-05-11,19:09:38,METCON 9,light iron ore/aster pink/light orewood brown/khaki,119.00€,148.48€,https://www.zalando.es/nike-performance-metcon-9-zapatillas-de-entrenamiento-light-iron-oreaster-pinklight-orewood-brownkhaki-n1241a189-c11.html
2021-05-13,18:52:39,NANOFLEX 2,acidyellow black vectorred,nan€,103.92€,https://www.zalando.es/reebok-nanoflex-tr-zapatillas-de-entrenamiento-acidyellow-black-vectorred-re542a157-e11.html
2021-05-15,11:57:04,NFX,ash pugry pugry,nan€,75.25€,https://www.zalando.es/reebok-nfx-zapatillas-de-running-estables-ash-pugry-pugry-re542a154-c11.html
2021-05-18,11:40:17,CXT2,grey/mint,nan€,155.95€,https://www.zalando.es/tyr-cxt2-zapatillas-de-entrenamiento-greymint-ty641a003-c11.html
2021-05-20,15:50:52,METCON 9,white/volt cyber/summit white/black,111.58€,134.75€,https://www.zalando.es/nike-performance-metcon-9-zapatillas-de-entrenamiento-whitevolt-cybersummit-whiteblack-n1241a189-a16.html
2021-05-24,13:33:57,METCON 9,black sesame gum lt brown anthracite,121.44€,142.08€,https://www.zalando.es/nike-performance-metcon-9-zapatillas-de-entrenamiento-black-sesame-gum-lt-brown-anthracite-n1242a2nl-q15.html
2021-05-25,13:35:20,METCON 9,black/white/anthracite/smoke grey,66.08€,73.33€,https://www.zalando.es/nike-performance-metcon-9-unisex-zapatillas-de-entrenamiento-blackwhiteanthracitesmoke-grey-n1244a0hv-q11.html
2021-05-25,14:49:37,METCON 9,barely volt/olive aura/cargo khaki/black,57.30€,84.22€,https://www.zalando.es/nike-performance-metcon-9-zapatillas-de-entrenamiento-barely-voltolive-auracargo-khakiblack-n1241a19o-e11.html
2021-05-26,03:32:55,METCON 9,white/deep royal blue/fierce pink/aquarius blue/light laser orange,102.41€,149.63€,https://www.zalando.es/nike-performance-metcon-9-zapatillas-de-entrenamiento-whitedeep-royal-bluefierce-pinkaquarius-bluelight-laser-orange-n1242a2nl-a12.html
2021-05-26,15:44:16,NANO COURT,white/black/grey,98.65€,133.22€,https://www.zalando.es/reebok-nano-court-zapatillas-de-entrenamiento-whiteblackgrey-re541a198-a11.html
2021-05-27,07:43:45,METCON 9,lt lemon twist black volt cement grey,53.93€,72.83€,https://www.zalando.es/nike-performance-metcon-9-zapatillas-de-entrenamiento-lt-lemon-twist-black-volt-cement-grey-n1242a2nl-e11.html
2021-05-27,20:45:33,NANO,black/midnight plum/coral,126.40€,128.86€,https://www.zalando.es/reebok-nano-x4-zapatillas-de-entrenamiento-blackmidnight-plumcoral-re541a18k-q13.html
2021-05-27,04:45:42,METCON 9,black/white/anthracite/smoke grey,100.85€,134.75€,https://www.zalando.es/nike-performance-metcon-9-zapatillas-de-entrenamiento-blackwhiteanthracitesmoke-grey-n1241a189-q11.html
2021-05-28,02:49:16,NFX TRAINER TRAINING SHOES,cold grey 3 core black cold grey 6,nan€,nan€,https://www.zalando.es/reebok-nfx-trainer-zapatillas-de-entrenamiento-cold-grey-3-core-black-cold-grey-6-re542a13j-c12.html
2021-05-29,04:51:33,METCON 9,grey/white,66.93€,72.91€,https://www.zalando.es/nike-performance-metcon-9-unisex-zapatillas-de-entrenamiento-greywhite-n1244a0hv-c11.html
2021-05-29,03:19:02,PWRFRAME TR,black/castlerock/lime squeeze,nan€,nan€,https://www.zalando.es/puma-pwrframe-zapatillas-de-entrenamiento-blackcastlerocklime-squeeze-pu142a19x-q13.html
2021-05-29,00:45:57,NFX TRAINER TRAINING SHOES,cold grey 3 core black cold grey 6,nan€,nan€,https://www.zalando.es/reebok-nfx-trainer-zapatillas-de-entrenamiento-cold-grey-3-core-black-cold-grey-6-re542a13j-c12.html
2021-06-02,23:06:59,CXT1 TRAINER UNISEX,white,nan€,149.70€,https://www.zalando.es/tyr-cxt1-trainer-unisex-zapatillas-de-entrenamiento-white-ty641a000-a12.html
2021-06-02,14:24:03,METCON 9,white/pure platinum,nan€,149.86€,https://www.zalando.es/nike-performance-metcon-9-zapatillas-de-entrenamiento-whitepure-platinumwhitepure-platinum-n1242a2nl-a13.html
2021-06-04,11:51:47,NANO,footwear white/black,123.22€,147.82€,https://www.zalando.es/reebok-nano-x4-zapatillas-de-entrenamiento-footwear-whiteblack-re542a17z-a11.html
2021-06-06,00:56:10,NFX TRAINER,white,nan€,78.01€,https://www.zalando.es/reebok-nfx-trainer-zapatillas-de-entrenamiento-white-re542a180-a11.html
2021-06-09,13:45:10,METCON 9,light army/black/cargo khaki/sequoia,107.13€,122.15€,https://www.zalando.es/nike-performance-metcon-9-zapatillas-de-entrenamiento-light-armyblackcargo-khakisequoia-n1242a2nl-m11.html
2021-06-13,23:43:53,NANO COURT,white/black/grey,113.53€,132.55€,https://www.zalando.es/reebok-nano-court-zapatillas-de-entrenamiento-whiteblackgrey-re541a198-a11.html
2021-06-13,17:43:25,TRIBASE REIGN 6,white/distant gray/black,nan€,137.58€,https://www.zalando.es/under-armour-tribase-reign-6-zapatillas-de-entrenamiento-whitedistant-grayblack-un242a0lb-a11.html
2021-06-16,02:06:18,METCON 9,black sesame gum lt brown anthracite,123.17€,140.12€,https://www.zalando.es/nike-performance-metcon-9-zapatillas-de-entrenamiento-black-sesame-gum-lt-brown-anthracite-n1242a2nl-q15.html
2021-06-18,03:18:43,NANO COURT,white/black/grey,96.44€,151.61€,https://www.zalando.es/reebok-nano-court-zapatillas-de-entrenamiento-whiteblackgrey-re541a198-a11.html
2021-06-18,23:56:50,NANO,black/purgry,124.41€,143.30€,https://www.zalando.es/reebok-nano-x4-zapatillas-de-entrenamiento-blackpurgry-re542a17z-q12.html
2021-06-18,14:26:04,NANO,black/purgry,118.36€,136.10€,https://www.zalando.es/reebok-nano-x4-zapatillas-de-entrenamiento-blackpurgry-re542a17z-q12.html
2021-06-20,17:33:17,METCON 9 FLYEASE,dark grey/pink,127.31€,136.09€,https://www.zalando.es/nike-performance-metcon-9-flyease-zapatillas-de-entrenamiento-dark-greypink-n1241a18b-c11.html
2021-06-20,03:14:35,NFX TRAINER TRAINING SHOES,cold grey 3 core black cold grey 6,nan€,nan€,https://www.zalando.es/reebok-nfx-trainer-zapatillas-de-entrenamiento-cold-grey-3-core-black-cold-grey-6-re542a13j-c12.html
2021-06-21,15:29:06,TRIBASE REIGN 6,white/distant gray/black,nan€,150.41€,https://www.zalando.es/under-armour-tribase-reign-6-zapatillas-de-entrenamiento-whitedistant-grayblack-un242a0lb-a11.html
